agy2107, In-Person, 30.0000, 25
dhv2107, In-Person, 30.0000, 25
dk2565, In-Person, 30.0000, 25
pc2627, In-Person, 30.0000, 25
sjl2185, In-Person, 30.0000, 25
cdn2118, In-Person, 30.0000, 26
ijj2101, In-Person, 30.0000, 26
sbr2147, In-Person, 30.0000, 26
vlo2113, In-Person, 30.0000, 26
as4529, In-Person, 30.0000, 40
erg2145, In-Person, 30.0000, 40
hmd2126, In-Person, 30.0000, 40
jme2156, In-Person, 30.0000, 40
rb3033, In-Person, 30.0000, 40
dhr2119, In-Person, 30.0000, 60
mgo2111, In-Person, 30.0000, 60
amm2412, In-Person, 30.0000, 63
azo2104, In-Person, 30.0000, 63
brs2142, In-Person, 30.0000, 63
czw2102, In-Person, 30.0000, 63
eas2255, In-Person, 30.0000, 63
cjf2161, In-Person, 30.0000, 86
jaf2214, In-Person, 30.0000, 86
jpd2167, In-Person, 30.0000, 86
jzw2106, In-Person, 30.0000, 86
tlf2117, In-Person, 30.0000, 86
wfk2107, In-Person, 30.0000, 86
tp2433, In-Person, 30.0000, 89
wa2200, In-Person, 30.0000, 89
hbm2118, In-Person, 30.0000, 91
mg3228, In-Person, 30.0000, 91
gkp2103, In-Person, 30.0000, 107
ler2146, In-Person, 30.0000, 107
kjk2144, In-Person, 30.0000, 109
krl2130, In-Person, 30.0000, 109
az2351, In-Person, 30.0000, 126
dth2117, In-Person, 30.0000, 126
hjh2121, In-Person, 30.0000, 126
rea2136, In-Person, 30.0000, 126
seb2206, In-Person, 30.0000, 126
tab2147, In-Person, 30.0000, 126
amc2359, In-Person, 30.0000, 160
amd2254, In-Person, 30.0000, 160
amh2272, In-Person, 30.0000, 160
drl2124, In-Person, 30.0000, 160
jrm2230, In-Person, 30.0000, 160
kh2632, In-Person, 30.0000, 160
amr2262, In-Person, 30.0000, 178
seu2104, In-Person, 30.0000, 178
awp2123, In-Person, 30.0000, 190
cdl2134, In-Person, 30.0000, 190
ksc2138, In-Person, 30.0000, 190
mms2272, In-Person, 30.0000, 190
rap2181, In-Person, 30.0000, 190
tat2133, In-Person, 30.0000, 190
cmd2212, In-Person, 30.0000, 211
ddh2126, In-Person, 30.0000, 211
gaw2126, In-Person, 30.0000, 211
jmk2228, In-Person, 30.0000, 211
tjd2129, In-Person, 30.0000, 211
aom2110, In-Person, 30.0000, 216
jap2233, In-Person, 30.0000, 216
byi2000, In-Person, 30.0000, 244
hds2119, In-Person, 30.0000, 244
jao2154, In-Person, 30.0000, 244
knk2116, In-Person, 30.0000, 244
kxc2103, In-Person, 30.0000, 244
lpo2105, In-Person, 30.0000, 244
cmm2303, In-Person, 30.0000, 257
gvm2107, In-Person, 30.0000, 257
jsf2149, In-Person, 30.0000, 257
mlp2185, In-Person, 30.0000, 257
src2165, In-Person, 30.0000, 257
va2298, In-Person, 30.0000, 257
bwh2124, In-Person, 30.0000, 265
jk3654, In-Person, 30.0000, 265
am4035, In-Person, 30.0000, 267
clp2147, In-Person, 30.0000, 267
dd2704, In-Person, 30.0000, 267
mp3256, In-Person, 30.0000, 267
an2664, In-Person, 30.0000, 276
bal2161, In-Person, 30.0000, 276
do2305, In-Person, 30.0000, 276
leb2202, In-Person, 30.0000, 276
sj2681, In-Person, 30.0000, 276
vs2538, In-Person, 30.0000, 276
ac3641, In-Person, 30.0000, 300
jys2124, In-Person, 30.0000, 300
kqw2101, In-Person, 30.0000, 300
ky2290, In-Person, 30.0000, 300
wh2296, In-Person, 30.0000, 300
xl2399, In-Person, 30.0000, 300
ehr2129, In-Person, 30.0000, 301
gk2396, In-Person, 30.0000, 301
jk3667, In-Person, 30.0000, 301
mo2564, In-Person, 30.0000, 301
sh3265, In-Person, 30.0000, 301
mak2245, In-Person, 30.0000, 303
rgt2107, In-Person, 30.0000, 303
gsk2127, In-Person, 30.0000, 312
mep2186, In-Person, 30.0000, 312
jy2746, In-Person, 30.0000, 316
yz2914, In-Person, 30.0000, 316
